municipio,actividad_principal,codigo_ciiu,cargo_del_solicitante,clasificación_de_la_empresa,sector_económico
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,vendedora,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor de prendas de vestir.,g.46.464.4642,propietario,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,vendedora,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de otros productos nuevos en establecimientos especializados.,g.47.477.4774,propietario,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,propietaria,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados.,g.47.477.4772,propietario,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados.",g.47.477.4773,vendedora,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados.",g.47.477.4773,regente farmaceutica,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,propietario,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,vendedora,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,confección de prendas de vestir.,c.14.,propietario,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor de otros productos n.c.p.,g.46.466.4669,secretaria,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor de otros productos n.c.p.,g.46.466.4669,vendedora,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados.,g.47.477.4772,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados.",g.47.475.4752,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,actividades de paisajismo y servicios de mantenimiento conexos.,n.81.813.,asistente de selección,mediana,"servicios comunales, sociales y personales"
medellin,actividades de consultoría de gestión,no dato,administradora,mediana,"servicios comunales, sociales y personales"
medellin,actividades de consultoría informática y actividades de administración de instalaciones informáticas.,j.62.620.6202,administrador,pequeña,"servicios comunales, sociales y personales"
medellin,actividades de juegos de azar y apuestas.,r.92.,auxiliar administrativa,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor de maquinaria y equipo.,g.46.465.,gerente,mediana,"comercio, hoteles y restaurantes"
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,propietario,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,propietaria,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor de calzado.,g.46.464.4643,propietario,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados.",g.47.475.4752,propietario,pequeña,"comercio, hoteles y restaurantes"
medellin,actividades inmobiliarias,l.,coordinador,pequeña,"servicios comunales, sociales y personales"
medellin,"comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas.",g.47.,gerente,pequeña,"comercio, hoteles y restaurantes"
medellin,"alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",n.77.773.,gerente,pequeña,"comercio, hoteles y restaurantes"
medellin,publicidad y estudios de mercado.,m.73.,gerente,pequeña,"servicios comunales, sociales y personales"
medellin,"comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados.",g.47.477.4773,gerente,pequeña,"comercio, hoteles y restaurantes"
bello,"comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios.",g.45.,gerente,pequeña,"comercio, hoteles y restaurantes"
medellin,actividades de agentes y corredores de seguros,k.66.662.6621,gerente,pequeña,"servicios comunales, sociales y personales"
medellin,actividades de arquitectura e ingeniería; ensayos y análisis técnicos.,m.71.,gerente,pequeña,"servicios comunales, sociales y personales"
medellin,investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería.,m.71.712.7210,gerente,pequeña,"servicios comunales, sociales y personales"
bello,"comercio al por menor de carnes (incluye aves de corral), productos cárnicos, pescados y productos de mar, en establecimientos especializados.",g.47.472.4723,gerente,pequeña,"comercio, hoteles y restaurantes"
medellin,actividades inmobiliarias,l.,gerente,pequeña,"servicios comunales, sociales y personales"
medellin,información y comunicaciones,j.,gerente,pequeña,"servicios comunales, sociales y personales"
medellin,"comercio al por menor de combustible, lubricantes, aditivos y productos de limpieza para automotores, en establecimientos especializados.",g.47.473.,gerente,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de otros productos alimenticios n.c.p., en establecimientos especializados.",g.47.472.4729,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,vendedora,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de otros productos nuevos en establecimientos especializados.,g.47.477.4774,vendedora,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados.,g.47.477.4772,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,actividades de la práctica odontológica.,q.86.862.8622,administradora,pequeña,otro
medellin,"comercio al por menor de bebidas y productos del tabaco, en establecimientos especializados.",g.47.472.4724,propietaria,pequeña,"comercio, hoteles y restaurantes"
medellin,actividades veterinarias.,m.75..,auxiliar de veterinaria,pequeña,otro
medellin,fabricación de equipos eléctricos de iluminación.,c.27.274.,gerente,pequeña,otro
medellin,actividades inmobiliarias,l.,administradora,pequeña,actividades inmobiliarias
medellin,"instalaciones eléctricas, de fontanería y otras instalaciones especializadas.",f.43.432.,director de proyectos,pequeña,otro
medellin,"actividades de las agencias de viajes, operadores turísticos, servicios de reserva y actividades relacionadas.",n.79.,asesora comercial,pequeña,servicios
medellin,actividades inmobiliarias,l.,auxiliar administrativa,pequeña,actividades inmobiliarias
girardota,construcción de otras obras de ingeniería civil.,f.42.429.,directora de gestión humana,grande,construccion
girardota,"fabricación de artículos de hormigón, cemento y yeso.",c.23.239.2395,directora de gestión humana,grande,industria manufacturera
medellin,comercio al por mayor no especializado.,g.46.469.,subgerente,pequeña,otro
medellin,comercio al por mayor de maquinaria y equipo.,g.46.465.,auxiliar contable,pequeña,otro
medellin,otras instalaciones especializadas.,f.43.432.4329,gerente,pequeña,construccion
medellin,comercio al por mayor de maquinaria y equipo.,g.46.465.,asesor comercial,mediana,otro
sabaneta,fabricación de artículos en plástico n.c.p.,c.22.222.2229,auxiliar de gestión humana,pequeña,industria manufacturera
la estrella,fabricación de artículos en plástico n.c.p.,c.22.222.2229,coordinador de compensación,mediana,industria manufacturera
itagui,"comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción.",g.46.466.4663,auxiliar de recursos humanos,pequeña,construccion
medellin,construcción de edificios.,f.41.411.,coordinadora de gestión humana,pequeña,construccion
sabaneta,"alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",n.77.773.,coordinadora de gestión humana,pequeña,servicios
medellin,actividades de otras asociaciones n.c.p.,s.94.949.9499,jefe administrativa,grande,transporte y almacenamiento
medellin,mantenimiento y reparación de computadores y equipo de comunicaciones.,s.95.951.,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de otros productos en puestos de venta móviles.,g.47.478.4789,director técnico,pequeña,comunicaciones
medellin,mantenimiento y reparación de computadores y equipo de comunicaciones.,s.95.951.,propietario,grande,comunicaciones
medellin,comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados.,g.47.477.4772,representante legal,pequeña,"comercio, hoteles y restaurantes"
medellin,actividades de otras asociaciones.,s.94.949.,asesora comercial,pequeña,"comercio, hoteles y restaurantes"
medellin,actividades de otras asociaciones.,s.94.949.,gerente,pequeña,comunicaciones
caldas,"confección de prendas de vestir, excepto prendas de piel.",c.14.141.,psicologa seleccion,pequeña,industria manufacturera
medellin,"comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados.",g.47.474.4741,gerente,pequeña,comunicaciones
medellin,"comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados.",g.47.474.4741,gerente propietario,pequeña,comunicaciones
